REM;Seccion;IdEstablecimiento;PK;IdServicio;Ano;Mes;IdRegion;IdComuna;CodigoPrestacion;Tipo Control;Profesional;Tipo de Caracteristica;Caracteristica;Variable;Cantidad
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL01;16;2023;5;7;7308;1010603;Ginecológico;Matrona/ón;TOTAL      ;TOTAL      ;Col01;75.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL01;16;2023;5;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;TOTAL      ;TOTAL      ;Col01;183
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL01;16;2023;3;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL01;16;2023;3;7;7308;1010603;Ginecológico;Matrona/ón;TOTAL      ;TOTAL      ;Col01;95.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL01;16;2023;3;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;TOTAL      ;TOTAL      ;Col01;194
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL01;16;2023;9;7;7308;1010103;Pre-Concepcional;Matrona/ón;TOTAL      ;TOTAL      ;Col01;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL01;16;2023;9;7;7308;1010203;Prenatal;Matrona/ón;TOTAL      ;TOTAL      ;Col01;97.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL01;16;2023;9;7;7308;1501080;Post Aborto;Matrona/ón;TOTAL      ;TOTAL      ;Col01;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL01;16;2023;9;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;6.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL01;16;2023;9;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL01;16;2023;9;7;7308;1010603;Ginecológico;Matrona/ón;TOTAL      ;TOTAL      ;Col01;107.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL01;16;2023;9;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;TOTAL      ;TOTAL      ;Col01;157
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL01;16;2023;7;7;7308;1010103;Pre-Concepcional;Matrona/ón;TOTAL      ;TOTAL      ;Col01;4.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL01;16;2023;7;7;7308;1010203;Prenatal;Matrona/ón;TOTAL      ;TOTAL      ;Col01;77.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL01;16;2023;7;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;7.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL01;16;2023;7;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL01;16;2023;7;7;7308;1010603;Ginecológico;Matrona/ón;TOTAL      ;TOTAL      ;Col01;61.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL01;16;2023;7;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;TOTAL      ;TOTAL      ;Col01;135
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL01;16;2023;1;7;7308;1010103;Pre-Concepcional;Matrona/ón;TOTAL      ;TOTAL      ;Col01;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL01;16;2023;1;7;7308;1010203;Prenatal;Matrona/ón;TOTAL      ;TOTAL      ;Col01;42.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL01;16;2023;1;7;7308;1501080;Post Aborto;Matrona/ón;TOTAL      ;TOTAL      ;Col01;1.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL01;16;2023;1;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;7.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL01;16;2023;1;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;3.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL01;16;2023;1;7;7308;1010603;Ginecológico;Matrona/ón;TOTAL      ;TOTAL      ;Col01;80.0
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL01;16;2023;1;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;TOTAL      ;TOTAL      ;Col01;125
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL01;16;2023;6;7;7308;1010103;Pre-Concepcional;Matrona/ón;TOTAL      ;TOTAL      ;Col01;2.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL01;16;2023;6;7;7308;1010203;Prenatal;Matrona/ón;TOTAL      ;TOTAL      ;Col01;84.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL01;16;2023;6;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;TOTAL      ;TOTAL      ;Col01;5.0
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;8;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;8;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;8;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;8;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010903COL02;16;2023;8;7;7308;1010903;Climaterio;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;8;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;10;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;10;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;10;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL02;16;2023;10;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;10;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;10;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;11;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;12;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;12;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;12;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL02;16;2023;12;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;12;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;11;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101501080COL02;16;2023;11;7;7308;1501080;Post Aborto;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;11;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;11;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;11;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;12;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;2;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;2;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;2;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL02;16;2023;2;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;2;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;3;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;3;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;3;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;2;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;6;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;6;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;4;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;4;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;4;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;4;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;4;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010103COL02;16;2023;5;7;7308;1010103;Pre-Concepcional;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010203COL02;16;2023;5;7;7308;1010203;Prenatal;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101110107COL02;16;2023;5;7;7308;1110107;Puérpera con recién nacido hasta 10 días de vida ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;5;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCION A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010403COL02;16;2023;5;7;7308;1010403;Regulacion de Fecundidad;Matrona/on;RANGO ETARIO;Menos de 4 A�os;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101080040COL02;16;2023;3;7;7308;1080040;Puérpera con recién nacido entre 11 y 28 días ;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
REM 01;SECCIÓN A: CONTROLES DE SALUD SEXUAL Y REPRODUCTIVA;116101;11610101010603COL02;16;2023;3;7;7308;1010603;Ginecológico;Matrona/ón;RANGO ETARIO;Menos de 4 años;Col02;
